Calificaci—n,"Categoria Real (1=Fraude, 0=NoFraude)",fp,tp,fpr,tpr,a
0.00511779,0,1735,73,0.173015556,0.829545455,0.178726769
0.00511779,0,1736,73,0.173115277,0.829545455,0.178825623
0.00511779,0,1737,73,0.173214998,0.829545455,0.178924476
0.00511779,0,1738,73,0.173314719,0.829545455,0.179023329
0.00511779,0,1739,73,0.17341444,0.829545455,0.179122183
0.00511779,0,1740,73,0.17351416,0.829545455,0.179221036
0.00511779,0,1741,73,0.173613881,0.829545455,0.179319889
0.00511779,0,1742,73,0.173713602,0.829545455,0.179418743
0.00511779,0,1743,73,0.173813323,0.829545455,0.179517596
0.00511779,0,1744,73,0.173913043,0.829545455,0.179616449
0.00511779,0,1745,73,0.174012764,0.829545455,0.179715302
0.00511779,0,1746,73,0.174112485,0.829545455,0.179814156
0.00511779,0,1747,73,0.174212206,0.829545455,0.179913009
0.00511779,0,1748,73,0.174311927,0.829545455,0.180011862
0.00511779,0,1749,73,0.174411647,0.829545455,0.180110716
0.00511779,0,1750,73,0.174511368,0.829545455,0.180209569
0.00511779,0,1751,73,0.174611089,0.829545455,0.180308422
0.00511779,0,1752,73,0.17471081,0.829545455,0.180407276
0.00511779,0,1753,73,0.174810531,0.829545455,0.180506129
0.00511779,0,1754,73,0.174910251,0.829545455,0.180604982
0.00511779,0,1755,73,0.175009972,0.829545455,0.180703836
0.00511779,0,1756,73,0.175109693,0.829545455,0.180802689
0.00511779,0,1757,73,0.175209414,0.829545455,0.180901542
0.00511779,0,1758,73,0.175309134,0.829545455,0.181000395
0.00511779,0,1759,73,0.175408855,0.829545455,0.181099249
0.00511779,0,1760,73,0.175508576,0.829545455,0.181198102
0.00511779,0,1761,73,0.175608297,0.829545455,0.181296955
0.00511779,0,1762,73,0.175708018,0.829545455,0.181395809
0.00511779,0,1763,73,0.175807738,0.829545455,0.181494662
0.00511779,0,1764,73,0.175907459,0.829545455,0.181593515
0.00511779,0,1765,73,0.17600718,0.829545455,0.181692369
0.00511779,0,1766,73,0.176106901,0.829545455,0.181791222
0.00511779,0,1767,73,0.176206621,0.829545455,0.181890075
0.00511779,0,1768,73,0.176306342,0.829545455,0.181988928
0.00511779,0,1769,73,0.176406063,0.829545455,0.182087782
0.00511779,0,1770,73,0.176505784,0.829545455,0.182186635
0.00511779,0,1771,73,0.176605505,0.829545455,0.182285488
0.00511779,0,1772,73,0.176705225,0.829545455,0.182384342
0.00511779,0,1773,73,0.176804946,0.829545455,0.182483195
0.00511779,0,1774,73,0.176904667,0.829545455,0.182582048
0.00511779,0,1775,73,0.177004388,0.829545455,0.182680902
0.00511779,0,1776,73,0.177104108,0.829545455,0.182779755
0.00511779,0,1777,73,0.177203829,0.829545455,0.182878608
0.00511779,1,1777,74,0.177203829,0.840909091,0.182977461
0.00511779,0,1778,74,0.17730355,0.840909091,0.183076315
0.00511779,0,1779,74,0.177403271,0.840909091,0.183175168
0.00511779,0,1780,74,0.177502992,0.840909091,0.183274021
0.00511779,0,1781,74,0.177602712,0.840909091,0.183372875
0.00511779,0,1782,74,0.177702433,0.840909091,0.183471728
0.00511779,0,1783,74,0.177802154,0.840909091,0.183570581
0.00511779,0,1784,74,0.177901875,0.840909091,0.183669435
0.00511779,0,1785,74,0.178001596,0.840909091,0.183768288
0.00511779,0,1786,74,0.178101316,0.840909091,0.183867141
0.00511779,0,1787,74,0.178201037,0.840909091,0.183965994
0.00511779,0,1788,74,0.178300758,0.840909091,0.184064848
0.00511779,0,1789,74,0.178400479,0.840909091,0.184163701
0.00511779,1,1789,75,0.178400479,0.852272727,0.184262554
0.00511779,0,1790,75,0.178500199,0.852272727,0.184361408
0.00511779,0,1791,75,0.17859992,0.852272727,0.184460261
0.00511779,0,1792,75,0.178699641,0.852272727,0.184559114
0.00511779,0,1793,75,0.178799362,0.852272727,0.184657968
0.00511779,0,1794,75,0.178899083,0.852272727,0.184756821
0.00511779,0,1795,75,0.178998803,0.852272727,0.184855674
0.00511779,0,1796,75,0.179098524,0.852272727,0.184954527
0.00511779,0,1797,75,0.179198245,0.852272727,0.185053381
0.00511779,0,1798,75,0.179297966,0.852272727,0.185152234
0.00511779,0,1799,75,0.179397686,0.852272727,0.185251087
0.00511779,0,1800,75,0.179497407,0.852272727,0.185349941
0.00511779,0,1801,75,0.179597128,0.852272727,0.185448794
0.00511779,0,1802,75,0.179696849,0.852272727,0.185547647
0.00511779,0,1803,75,0.17979657,0.852272727,0.185646501
0.00511779,0,1804,75,0.17989629,0.852272727,0.185745354
0.00511779,0,1805,75,0.179996011,0.852272727,0.185844207
0.00511779,0,1806,75,0.180095732,0.852272727,0.18594306
0.00511779,0,1807,75,0.180195453,0.852272727,0.186041914
0.00511779,0,1808,75,0.180295174,0.852272727,0.186140767
0.00511779,0,1809,75,0.180394894,0.852272727,0.18623962
0.00511779,0,1810,75,0.180494615,0.852272727,0.186338474
0.00511779,0,1811,75,0.180594336,0.852272727,0.186437327
0.00511779,0,1812,75,0.180694057,0.852272727,0.18653618
0.00511779,0,1813,75,0.180793777,0.852272727,0.186635034
0.00511779,0,1814,75,0.180893498,0.852272727,0.186733887
0.00511779,0,1815,75,0.180993219,0.852272727,0.18683274
0.00511779,0,1816,75,0.18109294,0.852272727,0.186931594
0.00511779,0,1817,75,0.181192661,0.852272727,0.187030447
0.004993777,0,1818,75,0.181292381,0.852272727,0.1871293
0.004993777,0,1819,75,0.181392102,0.852272727,0.187228153
0.004993777,0,1820,75,0.181491823,0.852272727,0.187327007
0.004821109,0,1821,75,0.181591544,0.852272727,0.18742586
0.004821109,0,1822,75,0.181691264,0.852272727,0.187524713
0.004821109,0,1823,75,0.181790985,0.852272727,0.187623567
0.004821109,0,1824,75,0.181890706,0.852272727,0.18772242
0.004821109,1,1824,76,0.181890706,0.863636364,0.187821273
0.004821109,0,1825,76,0.181990427,0.863636364,0.187920127
0.004821109,0,1826,76,0.182090148,0.863636364,0.18801898
0.004821109,0,1827,76,0.182189868,0.863636364,0.188117833
0.004821109,0,1828,76,0.182289589,0.863636364,0.188216686
0.004821109,0,1829,76,0.18238931,0.863636364,0.18831554
0.004821109,0,1830,76,0.182489031,0.863636364,0.188414393
0.004736223,0,1831,76,0.182588751,0.863636364,0.188513246
0.004736223,0,1832,76,0.182688472,0.863636364,0.1886121
0.004646281,0,1833,76,0.182788193,0.863636364,0.188710953
0.004646281,0,1834,76,0.182887914,0.863636364,0.188809806
0.004646281,0,1835,76,0.182987635,0.863636364,0.18890866
0.004646281,0,1836,76,0.183087355,0.863636364,0.189007513
0.004646281,0,1837,76,0.183187076,0.863636364,0.189106366
0.004646281,0,1838,76,0.183286797,0.863636364,0.189205219
0.004646281,0,1839,76,0.183386518,0.863636364,0.189304073
0.004646281,0,1840,76,0.183486239,0.863636364,0.189402926
0.004646281,0,1841,76,0.183585959,0.863636364,0.189501779
0.004646281,0,1842,76,0.18368568,0.863636364,0.189600633
0.004596993,0,1843,76,0.183785401,0.863636364,0.189699486
0.004596993,0,1844,76,0.183885122,0.863636364,0.189798339
0.004596993,0,1845,76,0.183984842,0.863636364,0.189897193
0.004596993,0,1846,76,0.184084563,0.863636364,0.189996046
0.004596993,0,1847,76,0.184184284,0.863636364,0.190094899
0.004596993,0,1848,76,0.184284005,0.863636364,0.190193752
0.004596993,0,1849,76,0.184383726,0.863636364,0.190292606
0.004589706,0,1850,76,0.184483446,0.863636364,0.190391459
0.004589706,0,1851,76,0.184583167,0.863636364,0.190490312
0.004589706,0,1852,76,0.184682888,0.863636364,0.190589166
0.004589706,0,1853,76,0.184782609,0.863636364,0.190688019
0.004589706,0,1854,76,0.184882329,0.863636364,0.190786872
0.004589706,0,1855,76,0.18498205,0.863636364,0.190885726
0.004589706,0,1856,76,0.185081771,0.863636364,0.190984579
0.004589706,0,1857,76,0.185181492,0.863636364,0.191083432
0.004589706,0,1858,76,0.185281213,0.863636364,0.191182285
0.004589706,0,1859,76,0.185380933,0.863636364,0.191281139
0.004589706,0,1860,76,0.185480654,0.863636364,0.191379992
0.004589706,0,1861,76,0.185580375,0.863636364,0.191478845
0.004420074,0,1862,76,0.185680096,0.863636364,0.191577699
0.004420074,0,1863,76,0.185779817,0.863636364,0.191676552
0.004420074,0,1864,76,0.185879537,0.863636364,0.191775405
0.004420074,0,1865,76,0.185979258,0.863636364,0.191874259
0.004420074,0,1866,76,0.186078979,0.863636364,0.191973112
0.004420074,0,1867,76,0.1861787,0.863636364,0.192071965
0.004420074,0,1868,76,0.18627842,0.863636364,0.192170819
0.004420074,0,1869,76,0.186378141,0.863636364,0.192269672
0.004420074,0,1870,76,0.186477862,0.863636364,0.192368525
0.004420074,0,1871,76,0.186577583,0.863636364,0.192467378
0.004420074,0,1872,76,0.186677304,0.863636364,0.192566232
0.004420074,0,1873,76,0.186777024,0.863636364,0.192665085
0.004420074,0,1874,76,0.186876745,0.863636364,0.192763938
0.004274832,0,1875,76,0.186976466,0.863636364,0.192862792
0.004274832,0,1876,76,0.187076187,0.863636364,0.192961645
0.004274832,0,1877,76,0.187175907,0.863636364,0.193060498
0.004274832,0,1878,76,0.187275628,0.863636364,0.193159352
0.004274832,0,1879,76,0.187375349,0.863636364,0.193258205
0.004274832,0,1880,76,0.18747507,0.863636364,0.193357058
0.004274832,0,1881,76,0.187574791,0.863636364,0.193455911
0.004274832,0,1882,76,0.187674511,0.863636364,0.193554765
0.004274832,0,1883,76,0.187774232,0.863636364,0.193653618
0.004274832,0,1884,76,0.187873953,0.863636364,0.193752471
0.004274832,0,1885,76,0.187973674,0.863636364,0.193851325
0.004274832,0,1886,76,0.188073394,0.863636364,0.193950178
0.004274832,0,1887,76,0.188173115,0.863636364,0.194049031
0.004274832,0,1888,76,0.188272836,0.863636364,0.194147885
0.004274832,0,1889,76,0.188372557,0.863636364,0.194246738
0.004217472,0,1890,76,0.188472278,0.863636364,0.194345591
0.004217472,0,1891,76,0.188571998,0.863636364,0.194444444
0.004217472,0,1892,76,0.188671719,0.863636364,0.194543298
0.004217472,0,1893,76,0.18877144,0.863636364,0.194642151
0.004217472,0,1894,76,0.188871161,0.863636364,0.194741004
0.004217472,0,1895,76,0.188970882,0.863636364,0.194839858
0.004217472,0,1896,76,0.189070602,0.863636364,0.194938711
0.004217472,0,1897,76,0.189170323,0.863636364,0.195037564
0.004217472,0,1898,76,0.189270044,0.863636364,0.195136418
0.004217472,0,1899,76,0.189369765,0.863636364,0.195235271
0.004217472,0,1900,76,0.189469485,0.863636364,0.195334124
0.004217472,0,1901,76,0.189569206,0.863636364,0.195432977
0.004217472,0,1902,76,0.189668927,0.863636364,0.195531831
0.004217472,0,1903,76,0.189768648,0.863636364,0.195630684
0.004217472,0,1904,76,0.189868369,0.863636364,0.195729537
0.004217472,0,1905,76,0.189968089,0.863636364,0.195828391
0.004217472,0,1906,76,0.19006781,0.863636364,0.195927244
0.004217472,0,1907,76,0.190167531,0.863636364,0.196026097
0.004217472,0,1908,76,0.190267252,0.863636364,0.196124951
0.004217472,0,1909,76,0.190366972,0.863636364,0.196223804
0.004217472,0,1910,76,0.190466693,0.863636364,0.196322657
0.004217472,0,1911,76,0.190566414,0.863636364,0.19642151
0.004217472,0,1912,76,0.190666135,0.863636364,0.196520364
0.004217472,0,1913,76,0.190765856,0.863636364,0.196619217
0.004217472,0,1914,76,0.190865576,0.863636364,0.19671807
0.004217472,0,1915,76,0.190965297,0.863636364,0.196816924
0.004217472,0,1916,76,0.191065018,0.863636364,0.196915777
0.004217472,0,1917,76,0.191164739,0.863636364,0.19701463
0.004217472,0,1918,76,0.19126446,0.863636364,0.197113484
0.004217472,0,1919,76,0.19136418,0.863636364,0.197212337
0.004217472,0,1920,76,0.191463901,0.863636364,0.19731119
0.004217472,0,1921,76,0.191563622,0.863636364,0.197410043
0.004217472,0,1922,76,0.191663343,0.863636364,0.197508897
0.004217472,0,1923,76,0.191763063,0.863636364,0.19760775
0.004217472,0,1924,76,0.191862784,0.863636364,0.197706603
0.004217472,0,1925,76,0.191962505,0.863636364,0.197805457
0.004217472,0,1926,76,0.192062226,0.863636364,0.19790431
0.004217472,0,1927,76,0.192161947,0.863636364,0.198003163
0.004217472,0,1928,76,0.192261667,0.863636364,0.198102017
0.004217472,0,1929,76,0.192361388,0.863636364,0.19820087
0.004217472,0,1930,76,0.192461109,0.863636364,0.198299723
0.004217472,0,1931,76,0.19256083,0.863636364,0.198398577
0.004217472,0,1932,76,0.19266055,0.863636364,0.19849743
0.004217472,0,1933,76,0.192760271,0.863636364,0.198596283
0.004217472,0,1934,76,0.192859992,0.863636364,0.198695136
0.004217472,0,1935,76,0.192959713,0.863636364,0.19879399
0.004188942,0,1936,76,0.193059434,0.863636364,0.198892843
0.004188942,0,1937,76,0.193159154,0.863636364,0.198991696
0.004188942,0,1938,76,0.193258875,0.863636364,0.19909055
0.004188942,0,1939,76,0.193358596,0.863636364,0.199189403
0.004188942,0,1940,76,0.193458317,0.863636364,0.199288256
0.004188942,0,1941,76,0.193558037,0.863636364,0.19938711
0.004188942,0,1942,76,0.193657758,0.863636364,0.199485963
0.004188942,0,1943,76,0.193757479,0.863636364,0.199584816
0.004188942,0,1944,76,0.1938572,0.863636364,0.199683669
0.004188942,0,1945,76,0.193956921,0.863636364,0.199782523
0.004188942,0,1946,76,0.194056641,0.863636364,0.199881376
0.004152862,0,1947,76,0.194156362,0.863636364,0.199980229
0.004152862,0,1948,76,0.194256083,0.863636364,0.200079083
0.004077173,0,1949,76,0.194355804,0.863636364,0.200177936
0.004077173,0,1950,76,0.194455525,0.863636364,0.200276789
0.004077173,0,1951,76,0.194555245,0.863636364,0.200375643
0.004077173,0,1952,76,0.194654966,0.863636364,0.200474496
0.004077173,0,1953,76,0.194754687,0.863636364,0.200573349
0.004077173,0,1954,76,0.194854408,0.863636364,0.200672202
0.004077173,0,1955,76,0.194954128,0.863636364,0.200771056
0.004077173,0,1956,76,0.195053849,0.863636364,0.200869909
0.004077173,0,1957,76,0.19515357,0.863636364,0.200968762
0.004077173,0,1958,76,0.195253291,0.863636364,0.201067616
0.004077173,0,1959,76,0.195353012,0.863636364,0.201166469
0.004077173,0,1960,76,0.195452732,0.863636364,0.201265322
0.004077173,0,1961,76,0.195552453,0.863636364,0.201364176
0.004077173,0,1962,76,0.195652174,0.863636364,0.201463029
0.004077173,0,1963,76,0.195751895,0.863636364,0.201561882
0.004077173,0,1964,76,0.195851615,0.863636364,0.201660735
0.004077173,0,1965,76,0.195951336,0.863636364,0.201759589
0.004077173,0,1966,76,0.196051057,0.863636364,0.201858442
0.004077173,0,1967,76,0.196150778,0.863636364,0.201957295
0.004077173,0,1968,76,0.196250499,0.863636364,0.202056149
0.004077173,0,1969,76,0.196350219,0.863636364,0.202155002
0.004077173,0,1970,76,0.19644994,0.863636364,0.202253855
0.004077173,0,1971,76,0.196549661,0.863636364,0.202352709
0.004077173,0,1972,76,0.196649382,0.863636364,0.202451562
0.004077173,0,1973,76,0.196749103,0.863636364,0.202550415
0.004077173,0,1974,76,0.196848823,0.863636364,0.202649268
0.004077173,0,1975,76,0.196948544,0.863636364,0.202748122
0.004077173,0,1976,76,0.197048265,0.863636364,0.202846975
0.004077173,0,1977,76,0.197147986,0.863636364,0.202945828
0.004077173,0,1978,76,0.197247706,0.863636364,0.203044682
0.004077173,0,1979,76,0.197347427,0.863636364,0.203143535
0.004077173,0,1980,76,0.197447148,0.863636364,0.203242388
0.004077173,0,1981,76,0.197546869,0.863636364,0.203341242
0.004077173,0,1982,76,0.19764659,0.863636364,0.203440095
0.004077173,0,1983,76,0.19774631,0.863636364,0.203538948
0.004077173,0,1984,76,0.197846031,0.863636364,0.203637802
0.004077173,0,1985,76,0.197945752,0.863636364,0.203736655
0.004077173,0,1986,76,0.198045473,0.863636364,0.203835508
0.004077173,0,1987,76,0.198145193,0.863636364,0.203934361
0.004077173,0,1988,76,0.198244914,0.863636364,0.204033215
0.004077173,0,1989,76,0.198344635,0.863636364,0.204132068
0.004077173,0,1990,76,0.198444356,0.863636364,0.204230921
0.004077173,0,1991,76,0.198544077,0.863636364,0.204329775
0.004077173,0,1992,76,0.198643797,0.863636364,0.204428628
0.004077173,0,1993,76,0.198743518,0.863636364,0.204527481
0.004077173,0,1994,76,0.198843239,0.863636364,0.204626335
0.004077173,0,1995,76,0.19894296,0.863636364,0.204725188
0.004077173,0,1996,76,0.19904268,0.863636364,0.204824041
0.004077173,0,1997,76,0.199142401,0.863636364,0.204922894
0.004077173,0,1998,76,0.199242122,0.863636364,0.205021748
0.004077173,0,1999,76,0.199341843,0.863636364,0.205120601
0.004077173,0,2000,76,0.199441564,0.863636364,0.205219454
0.004077173,0,2001,76,0.199541284,0.863636364,0.205318308
0.004077173,0,2002,76,0.199641005,0.863636364,0.205417161
0.004077173,0,2003,76,0.199740726,0.863636364,0.205516014
0.004077173,0,2004,76,0.199840447,0.863636364,0.205614868
0.004077173,0,2005,76,0.199940168,0.863636364,0.205713721
0.004077173,0,2006,76,0.200039888,0.863636364,0.205812574
0.004077173,0,2007,76,0.200139609,0.863636364,0.205911427
0.004077173,0,2008,76,0.20023933,0.863636364,0.206010281
0.004077173,0,2009,76,0.200339051,0.863636364,0.206109134
0.004077173,0,2010,76,0.200438771,0.863636364,0.206207987
0.004077173,0,2011,76,0.200538492,0.863636364,0.206306841
0.004077173,0,2012,76,0.200638213,0.863636364,0.206405694
0.004077173,0,2013,76,0.200737934,0.863636364,0.206504547
0.004077173,0,2014,76,0.200837655,0.863636364,0.206603401
0.004077173,0,2015,76,0.200937375,0.863636364,0.206702254
0.004077173,0,2016,76,0.201037096,0.863636364,0.206801107
0.004077173,0,2017,76,0.201136817,0.863636364,0.20689996
0.004077173,0,2018,76,0.201236538,0.863636364,0.206998814
0.004077173,0,2019,76,0.201336258,0.863636364,0.207097667
0.004077173,0,2020,76,0.201435979,0.863636364,0.20719652
0.004077173,0,2021,76,0.2015357,0.863636364,0.207295374
0.004077173,0,2022,76,0.201635421,0.863636364,0.207394227
0.004077173,0,2023,76,0.201735142,0.863636364,0.20749308
0.004077173,0,2024,76,0.201834862,0.863636364,0.207591934
0.004077173,0,2025,76,0.201934583,0.863636364,0.207690787
0.004077173,0,2026,76,0.202034304,0.863636364,0.20778964
0.004077173,0,2027,76,0.202134025,0.863636364,0.207888493
0.004077173,0,2028,76,0.202233746,0.863636364,0.207987347
0.004077173,0,2029,76,0.202333466,0.863636364,0.2080862
0.004077173,0,2030,76,0.202433187,0.863636364,0.208185053
0.004077173,0,2031,76,0.202532908,0.863636364,0.208283907
0.004077173,0,2032,76,0.202632629,0.863636364,0.20838276
0.004077173,0,2033,76,0.202732349,0.863636364,0.208481613
0.004077173,0,2034,76,0.20283207,0.863636364,0.208580467
0.004077173,0,2035,76,0.202931791,0.863636364,0.20867932
0.004077173,0,2036,76,0.203031512,0.863636364,0.208778173
0.004077173,0,2037,76,0.203131233,0.863636364,0.208877026
0.004077173,0,2038,76,0.203230953,0.863636364,0.20897588
0.004077173,0,2039,76,0.203330674,0.863636364,0.209074733
0.004077173,0,2040,76,0.203430395,0.863636364,0.209173586
0.004077173,0,2041,76,0.203530116,0.863636364,0.20927244
0.004077173,0,2042,76,0.203629836,0.863636364,0.209371293
0.004077173,0,2043,76,0.203729557,0.863636364,0.209470146
0.004077173,0,2044,76,0.203829278,0.863636364,0.209569
0.004077173,0,2045,76,0.203928999,0.863636364,0.209667853
0.004077173,0,2046,76,0.20402872,0.863636364,0.209766706
0.004077173,0,2047,76,0.20412844,0.863636364,0.20986556
0.004077173,0,2048,76,0.204228161,0.863636364,0.209964413
0.004077173,0,2049,76,0.204327882,0.863636364,0.210063266
0.004077173,0,2050,76,0.204427603,0.863636364,0.210162119
0.004077173,0,2051,76,0.204527323,0.863636364,0.210260973
0.004077173,0,2052,76,0.204627044,0.863636364,0.210359826
0.004077173,0,2053,76,0.204726765,0.863636364,0.210458679
0.004077173,0,2054,76,0.204826486,0.863636364,0.210557533
0.004077173,0,2055,76,0.204926207,0.863636364,0.210656386
0.004077173,0,2056,76,0.205025927,0.863636364,0.210755239
0.004077173,0,2057,76,0.205125648,0.863636364,0.210854093
0.004077173,0,2058,76,0.205225369,0.863636364,0.210952946
0.004077173,0,2059,76,0.20532509,0.863636364,0.211051799
0.004077173,0,2060,76,0.205424811,0.863636364,0.211150652
0.004077173,0,2061,76,0.205524531,0.863636364,0.211249506
0.004077173,0,2062,76,0.205624252,0.863636364,0.211348359
0.004077173,0,2063,76,0.205723973,0.863636364,0.211447212
0.004077173,0,2064,76,0.205823694,0.863636364,0.211546066
0.004077173,0,2065,76,0.205923414,0.863636364,0.211644919
0.004077173,0,2066,76,0.206023135,0.863636364,0.211743772
0.004077173,0,2067,76,0.206122856,0.863636364,0.211842626
0.004077173,0,2068,76,0.206222577,0.863636364,0.211941479
0.004077173,0,2069,76,0.206322298,0.863636364,0.212040332
0.004077173,0,2070,76,0.206422018,0.863636364,0.212139185
0.004077173,0,2071,76,0.206521739,0.863636364,0.212238039
0.004077173,0,2072,76,0.20662146,0.863636364,0.212336892
0.004077173,0,2073,76,0.206721181,0.863636364,0.212435745
0.004077173,0,2074,76,0.206820901,0.863636364,0.212534599
0.004077173,0,2075,76,0.206920622,0.863636364,0.212633452
0.004077173,0,2076,76,0.207020343,0.863636364,0.212732305
0.004077173,0,2077,76,0.207120064,0.863636364,0.212831159
0.004077173,0,2078,76,0.207219785,0.863636364,0.212930012
0.004077173,0,2079,76,0.207319505,0.863636364,0.213028865
0.004077173,0,2080,76,0.207419226,0.863636364,0.213127718
0.004077173,0,2081,76,0.207518947,0.863636364,0.213226572
0.004077173,0,2082,76,0.207618668,0.863636364,0.213325425
0.004077173,0,2083,76,0.207718389,0.863636364,0.213424278
0.004077173,0,2084,76,0.207818109,0.863636364,0.213523132
0.004077173,0,2085,76,0.20791783,0.863636364,0.213621985
0.004077173,0,2086,76,0.208017551,0.863636364,0.213720838
0.004077173,0,2087,76,0.208117272,0.863636364,0.213819692
0.004077173,0,2088,76,0.208216992,0.863636364,0.213918545
0.004077173,0,2089,76,0.208316713,0.863636364,0.214017398
0.004077173,0,2090,76,0.208416434,0.863636364,0.214116251
0.004077173,0,2091,76,0.208516155,0.863636364,0.214215105
0.004077173,0,2092,76,0.208615876,0.863636364,0.214313958
0.004077173,0,2093,76,0.208715596,0.863636364,0.214412811
0.004077173,0,2094,76,0.208815317,0.863636364,0.214511665
0.004077173,0,2095,76,0.208915038,0.863636364,0.214610518
0.004077173,0,2096,76,0.209014759,0.863636364,0.214709371
0.004077173,0,2097,76,0.209114479,0.863636364,0.214808225
0.004077173,0,2098,76,0.2092142,0.863636364,0.214907078
0.004077173,0,2099,76,0.209313921,0.863636364,0.215005931
0.004077173,0,2100,76,0.209413642,0.863636364,0.215104784
0.004077173,0,2101,76,0.209513363,0.863636364,0.215203638
0.004077173,0,2102,76,0.209613083,0.863636364,0.215302491
0.004077173,0,2103,76,0.209712804,0.863636364,0.215401344
0.004077173,0,2104,76,0.209812525,0.863636364,0.215500198
0.004077173,0,2105,76,0.209912246,0.863636364,0.215599051
0.004077173,0,2106,76,0.210011966,0.863636364,0.215697904
0.004077173,0,2107,76,0.210111687,0.863636364,0.215796758
0.004077173,0,2108,76,0.210211408,0.863636364,0.215895611
0.004077173,0,2109,76,0.210311129,0.863636364,0.215994464
0.004077173,0,2110,76,0.21041085,0.863636364,0.216093318
0.004077173,0,2111,76,0.21051057,0.863636364,0.216192171
0.004077173,0,2112,76,0.210610291,0.863636364,0.216291024
0.004077173,0,2113,76,0.210710012,0.863636364,0.216389877
0.004077173,0,2114,76,0.210809733,0.863636364,0.216488731
0.004077173,0,2115,76,0.210909454,0.863636364,0.216587584
0.004077173,0,2116,76,0.211009174,0.863636364,0.216686437
0.004077173,0,2117,76,0.211108895,0.863636364,0.216785291
0.004077173,0,2118,76,0.211208616,0.863636364,0.216884144
0.004077173,0,2119,76,0.211308337,0.863636364,0.216982997
0.004077173,0,2120,76,0.211408057,0.863636364,0.217081851
0.004077173,0,2121,76,0.211507778,0.863636364,0.217180704
0.004077173,0,2122,76,0.211607499,0.863636364,0.217279557
0.004077173,0,2123,76,0.21170722,0.863636364,0.21737841
0.004077173,0,2124,76,0.211806941,0.863636364,0.217477264
0.004077173,0,2125,76,0.211906661,0.863636364,0.217576117
0.004077173,0,2126,76,0.212006382,0.863636364,0.21767497
0.004077173,0,2127,76,0.212106103,0.863636364,0.217773824
0.004077173,0,2128,76,0.212205824,0.863636364,0.217872677
0.004077173,0,2129,76,0.212305544,0.863636364,0.21797153
0.004077173,0,2130,76,0.212405265,0.863636364,0.218070384
0.004077173,0,2131,76,0.212504986,0.863636364,0.218169237
0.004077173,0,2132,76,0.212604707,0.863636364,0.21826809
0.004077173,0,2133,76,0.212704428,0.863636364,0.218366943
0.004077173,0,2134,76,0.212804148,0.863636364,0.218465797
0.004077173,0,2135,76,0.212903869,0.863636364,0.21856465
0.004077173,0,2136,76,0.21300359,0.863636364,0.218663503
0.004077173,0,2137,76,0.213103311,0.863636364,0.218762357
0.004077173,0,2138,76,0.213203032,0.863636364,0.21886121
0.004077173,0,2139,76,0.213302752,0.863636364,0.218960063
0.004077173,0,2140,76,0.213402473,0.863636364,0.219058917
0.004077173,0,2141,76,0.213502194,0.863636364,0.21915777
0.004077173,0,2142,76,0.213601915,0.863636364,0.219256623
0.004077173,0,2143,76,0.213701635,0.863636364,0.219355476
0.004077173,0,2144,76,0.213801356,0.863636364,0.21945433
0.004077173,0,2145,76,0.213901077,0.863636364,0.219553183
0.004077173,0,2146,76,0.214000798,0.863636364,0.219652036
0.004077173,0,2147,76,0.214100519,0.863636364,0.21975089
0.004077173,0,2148,76,0.214200239,0.863636364,0.219849743
0.004077173,0,2149,76,0.21429996,0.863636364,0.219948596
0.004077173,0,2150,76,0.214399681,0.863636364,0.22004745
0.004077173,0,2151,76,0.214499402,0.863636364,0.220146303
0.004077173,0,2152,76,0.214599122,0.863636364,0.220245156
0.004077173,0,2153,76,0.214698843,0.863636364,0.220344009
0.004077173,0,2154,76,0.214798564,0.863636364,0.220442863
0.004077173,0,2155,76,0.214898285,0.863636364,0.220541716
0.004077173,0,2156,76,0.214998006,0.863636364,0.220640569
0.004077173,0,2157,76,0.215097726,0.863636364,0.220739423
0.004077173,0,2158,76,0.215197447,0.863636364,0.220838276
0.004077173,0,2159,76,0.215297168,0.863636364,0.220937129
0.004077173,0,2160,76,0.215396889,0.863636364,0.221035983
0.004077173,0,2161,76,0.215496609,0.863636364,0.221134836
0.004077173,0,2162,76,0.21559633,0.863636364,0.221233689
0.004077173,0,2163,76,0.215696051,0.863636364,0.221332543
0.004077173,0,2164,76,0.215795772,0.863636364,0.221431396
0.004077173,0,2165,76,0.215895493,0.863636364,0.221530249
0.004077173,0,2166,76,0.215995213,0.863636364,0.221629102
0.004077173,0,2167,76,0.216094934,0.863636364,0.221727956
0.004077173,0,2168,76,0.216194655,0.863636364,0.221826809
0.004077173,0,2169,76,0.216294376,0.863636364,0.221925662
0.004077173,0,2170,76,0.216394097,0.863636364,0.222024516
0.004077173,0,2171,76,0.216493817,0.863636364,0.222123369
0.004077173,0,2172,76,0.216593538,0.863636364,0.222222222
0.004077173,0,2173,76,0.216693259,0.863636364,0.222321076
0.004077173,0,2174,76,0.21679298,0.863636364,0.222419929
0.004077173,0,2175,76,0.2168927,0.863636364,0.222518782
0.004077173,0,2176,76,0.216992421,0.863636364,0.222617635
0.004077173,0,2177,76,0.217092142,0.863636364,0.222716489
0.004077173,0,2178,76,0.217191863,0.863636364,0.222815342
0.004077173,0,2179,76,0.217291584,0.863636364,0.222914195
0.004077173,0,2180,76,0.217391304,0.863636364,0.223013049
0.004077173,0,2181,76,0.217491025,0.863636364,0.223111902
